timestamp,pump1_flow_m3h,pump2_flow_m3h,pump3_flow_m3h
2024-03-04 15:12:00,41.82,39.35,41.39
2024-03-04 15:12:30,41.55,40.24,42.73
2024-03-04 15:13:00,40.61,40.99,43.11
2024-03-04 15:13:30,40.97,37.74,41.57
2024-03-04 15:14:00,39.68,39.25,43.14
2024-03-04 15:14:30,41.89,39.65,39.9
2024-03-04 15:15:00,40.66,38.47,43.57
2024-03-04 15:15:30,43.54,40.74,42.32
2024-03-04 15:16:00,41.93,38.06,43.5
2024-03-04 15:16:30,40.64,36.19,42.29
2024-03-04 15:17:00,38.37,39.26,40.91
2024-03-04 15:17:30,42.58,39.51,42.26
2024-03-04 15:18:00,38.1,39.67,43.54
2024-03-04 15:18:30,40.75,39.9,40.78
2024-03-04 15:19:00,39.48,39.0,42.19
2024-03-04 15:19:30,41.44,39.24,41.23
2024-03-04 15:20:00,40.86,39.72,43.83
2024-03-04 15:20:30,42.19,39.59,41.47
2024-03-04 15:21:00,40.15,37.15,40.08
2024-03-04 15:21:30,40.96,38.56,40.3
2024-03-04 15:22:00,41.71,40.88,40.81
2024-03-04 15:22:30,40.34,38.76,40.8
2024-03-04 15:23:00,42.37,40.81,41.44
2024-03-04 15:23:30,40.05,39.22,39.02
2024-03-04 15:24:00,40.06,38.54,42.39
2024-03-04 15:24:30,39.44,40.12,38.57
2024-03-04 15:25:00,44.1,38.77,39.74
2024-03-04 15:25:30,42.26,39.24,41.44
2024-03-04 15:26:00,40.99,38.37,40.67
2024-03-04 15:26:30,40.51,38.32,44.28
2024-03-04 15:27:00,41.49,39.16,41.76
2024-03-04 15:27:30,41.29,38.98,42.53
2024-03-04 15:28:00,40.09,39.07,40.74
2024-03-04 15:28:30,41.37,37.87,41.6
2024-03-04 15:29:00,41.04,36.71,41.08
2024-03-04 15:29:30,41.68,38.27,43.38
2024-03-04 15:30:00,40.6,36.8,42.17
2024-03-04 15:30:30,40.34,39.64,41.22
2024-03-04 15:31:00,39.4,38.36,39.31
2024-03-04 15:31:30,40.3,36.78,39.91
2024-03-04 15:32:00,41.06,40.89,
2024-03-04 15:32:30,41.43,40.5,40.91
2024-03-04 15:33:00,42.12,37.92,40.81
2024-03-04 15:33:30,39.69,38.53,41.13
2024-03-04 15:34:00,39.51,39.64,40.0
2024-03-04 15:34:30,38.18,39.07,42.78
2024-03-04 15:35:00,40.0,38.86,42.04
2024-03-04 15:35:30,,37.92,40.27
2024-03-04 15:36:00,39.32,38.45,41.39
2024-03-04 15:36:30,39.6,37.56,40.42
2024-03-04 15:37:00,38.39,38.98,38.46
2024-03-04 15:37:30,39.52,37.85,39.39
2024-03-04 15:38:00,40.08,37.84,40.88
2024-03-04 15:38:30,38.76,39.23,40.43
2024-03-04 15:39:00,40.43,39.28,43.51
2024-03-04 15:39:30,39.07,39.9,42.72
2024-03-04 15:40:00,40.22,38.83,41.35
2024-03-04 15:40:30,40.43,37.79,39.28
2024-03-04 15:41:00,41.4,37.24,37.75
2024-03-04 15:41:30,38.39,36.25,39.17
2024-03-04 15:42:00,40.87,39.29,43.11
2024-03-04 15:42:30,41.08,38.3,40.5
2024-03-04 15:43:00,39.98,39.76,39.91
2024-03-04 15:43:30,39.53,39.68,39.27
2024-03-04 15:44:00,40.24,38.25,41.45
2024-03-04 15:44:30,40.55,39.11,41.68
2024-03-04 15:45:00,39.12,37.49,39.01
2024-03-04 15:45:30,38.19,38.39,41.48
2024-03-04 15:46:00,39.36,40.43,39.38
2024-03-04 15:46:30,40.42,38.38,41.7
2024-03-04 15:47:00,40.15,37.8,40.98
2024-03-04 15:47:30,41.33,38.6,41.88
2024-03-04 15:48:00,38.5,37.44,41.61
2024-03-04 15:48:30,39.12,39.34,40.11
2024-03-04 15:49:00,38.4,39.45,39.14
2024-03-04 15:49:30,39.28,38.49,37.74
2024-03-04 15:50:00,37.87,39.16,35.61
2024-03-04 15:50:30,39.06,38.1,40.24
2024-03-04 15:51:00,39.54,40.41,41.77
2024-03-04 15:51:30,40.59,38.51,37.3
2024-03-04 15:52:00,38.1,36.42,41.24
2024-03-04 15:52:30,37.67,37.06,37.04
2024-03-04 15:53:00,38.89,37.3,
2024-03-04 15:53:30,38.1,39.07,39.16
2024-03-04 15:54:00,39.0,36.53,39.36
2024-03-04 15:54:30,40.76,36.77,40.94
2024-03-04 15:55:00,39.97,37.49,37.77
2024-03-04 15:55:30,39.47,38.34,40.85
2024-03-04 15:56:00,39.66,37.8,37.36
2024-03-04 15:56:30,39.0,37.17,
2024-03-04 15:57:00,39.06,36.91,37.15
2024-03-04 15:57:30,37.97,37.43,38.58
2024-03-04 15:58:00,36.78,36.26,40.74
2024-03-04 15:58:30,40.5,34.44,39.5
2024-03-04 15:59:00,38.52,35.9,38.92
2024-03-04 15:59:30,39.2,36.95,39.9
2024-03-04 16:00:00,38.11,38.16,39.97
2024-03-04 16:00:30,38.25,37.37,38.87
2024-03-04 16:01:00,39.01,38.07,40.1
2024-03-04 16:01:30,36.52,38.25,35.03
2024-03-04 16:02:00,40.35,39.5,40.04
2024-03-04 16:02:30,38.44,36.61,41.62
2024-03-04 16:03:00,40.9,36.96,42.41
2024-03-04 16:03:30,38.12,36.83,42.03
2024-03-04 16:04:00,39.99,37.43,39.8
2024-03-04 16:04:30,39.61,36.44,39.25
2024-03-04 16:05:00,38.17,38.58,39.09
2024-03-04 16:05:30,39.02,38.69,39.51
2024-03-04 16:06:00,37.73,36.3,41.11
2024-03-04 16:06:30,37.18,38.0,39.13
2024-03-04 16:07:00,38.84,37.22,40.43
2024-03-04 16:07:30,39.7,38.07,41.64
2024-03-04 16:08:00,38.14,36.86,41.03
2024-03-04 16:08:30,38.27,36.18,36.93
2024-03-04 16:09:00,38.79,37.16,39.17
2024-03-04 16:09:30,40.34,35.57,39.02
2024-03-04 16:10:00,38.82,37.6,40.39
2024-03-04 16:10:30,39.82,37.47,37.8
2024-03-04 16:11:00,35.94,39.21,37.9
2024-03-04 16:11:30,,36.82,37.46
2024-03-04 16:12:00,39.2,38.9,40.09
2024-03-04 16:12:30,41.06,34.35,38.11
2024-03-04 16:13:00,38.05,36.55,36.6
2024-03-04 16:13:30,38.82,38.66,38.69
2024-03-04 16:14:00,37.69,38.79,37.19
2024-03-04 16:14:30,37.54,36.73,37.09
2024-03-04 16:15:00,38.28,36.17,38.81
2024-03-04 16:15:30,38.76,36.09,36.4
2024-03-04 16:16:00,39.77,36.97,38.61
2024-03-04 16:16:30,37.49,36.26,38.43
2024-03-04 16:17:00,36.82,36.77,40.58
2024-03-04 16:17:30,40.14,36.52,38.75
2024-03-04 16:18:00,39.4,36.53,38.91
2024-03-04 16:18:30,37.01,37.2,37.97
2024-03-04 16:19:00,37.06,38.82,37.3
2024-03-04 16:19:30,40.86,35.23,37.49
2024-03-04 16:20:00,37.19,37.09,36.11
2024-03-04 16:20:30,37.32,36.51,36.82
2024-03-04 16:21:00,35.48,37.11,37.94
2024-03-04 16:21:30,38.15,38.3,38.01
2024-03-04 16:22:00,39.48,37.34,39.53
2024-03-04 16:22:30,39.94,36.77,39.23
2024-03-04 16:23:00,38.23,37.22,35.52
2024-03-04 16:23:30,39.07,37.93,39.52
2024-03-04 16:24:00,38.65,36.79,41.62
2024-03-04 16:24:30,34.94,36.37,38.88
2024-03-04 16:25:00,37.24,35.89,39.25
2024-03-04 16:25:30,38.16,37.47,38.09
2024-03-04 16:26:00,36.9,37.51,40.41
2024-03-04 16:26:30,38.23,36.96,40.72
2024-03-04 16:27:00,38.6,37.6,39.91
2024-03-04 16:27:30,36.72,36.28,40.01
2024-03-04 16:28:00,38.91,37.56,38.99
2024-03-04 16:28:30,37.53,36.15,37.76
2024-03-04 16:29:00,38.93,36.09,36.71
2024-03-04 16:29:30,39.47,35.39,39.94
2024-03-04 16:30:00,36.23,36.42,39.62
2024-03-04 16:30:30,37.27,36.11,36.15
2024-03-04 16:31:00,38.49,36.39,38.96
2024-03-04 16:31:30,36.76,36.29,39.77
2024-03-04 16:32:00,39.13,36.08,37.26
2024-03-04 16:32:30,38.57,36.8,36.45
2024-03-04 16:33:00,37.24,35.62,39.15
2024-03-04 16:33:30,37.68,36.49,37.68
2024-03-04 16:34:00,37.25,35.99,39.82
2024-03-04 16:34:30,37.77,36.47,38.16
2024-03-04 16:35:00,38.23,35.86,37.66
2024-03-04 16:35:30,38.42,34.59,39.87
2024-03-04 16:36:00,38.02,35.56,39.9
2024-03-04 16:36:30,37.26,36.11,38.09
2024-03-04 16:37:00,37.85,37.15,35.95
2024-03-04 16:37:30,37.95,36.65,39.66
2024-03-04 16:38:00,37.68,36.66,38.63
2024-03-04 16:38:30,36.77,35.27,36.65
2024-03-04 16:39:00,35.95,35.97,34.3
2024-03-04 16:39:30,38.51,38.3,40.03
2024-03-04 16:40:00,36.23,35.82,36.99
2024-03-04 16:40:30,35.21,37.52,37.91
2024-03-04 16:41:00,38.16,38.11,37.9
2024-03-04 16:41:30,36.66,36.31,37.2
2024-03-04 16:42:00,35.73,35.92,39.58
2024-03-04 16:42:30,38.27,36.26,39.03
2024-03-04 16:43:00,37.9,37.99,37.69
2024-03-04 16:43:30,35.4,35.54,39.96
2024-03-04 16:44:00,36.39,36.41,34.72
2024-03-04 16:44:30,36.07,36.97,37.19
2024-03-04 16:45:00,38.06,36.67,36.83
2024-03-04 16:45:30,40.11,35.38,36.67
2024-03-04 16:46:00,39.11,36.07,34.1
2024-03-04 16:46:30,35.12,35.2,36.47
2024-03-04 16:47:00,37.34,35.72,
2024-03-04 16:47:30,36.43,34.42,35.25
2024-03-04 16:48:00,37.59,37.12,38.89
2024-03-04 16:48:30,37.4,35.18,36.45
2024-03-04 16:49:00,36.36,37.36,37.87
2024-03-04 16:49:30,35.38,33.39,36.01
2024-03-04 16:50:00,36.0,36.17,35.32
2024-03-04 16:50:30,35.59,34.77,38.21
2024-03-04 16:51:00,34.97,35.71,37.41
2024-03-04 16:51:30,36.63,36.35,39.55
2024-03-04 16:52:00,37.09,35.68,33.42
2024-03-04 16:52:30,38.15,34.84,37.59
2024-03-04 16:53:00,36.05,34.58,38.65
2024-03-04 16:53:30,36.81,35.31,38.27
2024-03-04 16:54:00,35.59,35.93,35.89
2024-03-04 16:54:30,34.44,35.71,35.43
2024-03-04 16:55:00,37.76,34.63,35.6
2024-03-04 16:55:30,35.83,34.85,37.68
2024-03-04 16:56:00,38.24,34.49,35.27
2024-03-04 16:56:30,36.5,35.86,38.72
2024-03-04 16:57:00,37.34,34.83,37.38
2024-03-04 16:57:30,34.34,34.97,37.58
2024-03-04 16:58:00,34.11,36.61,36.76
2024-03-04 16:58:30,35.78,35.82,35.76
2024-03-04 16:59:00,34.86,35.32,37.01
2024-03-04 16:59:30,36.19,35.08,36.88
2024-03-04 17:00:00,36.72,34.72,36.42
2024-03-04 17:00:30,38.0,34.85,38.11
2024-03-04 17:01:00,35.87,33.41,36.99
2024-03-04 17:01:30,36.13,35.04,34.91
2024-03-04 17:02:00,35.47,35.08,39.39
2024-03-04 17:02:30,35.44,34.67,34.49
2024-03-04 17:03:00,35.22,,37.25
2024-03-04 17:03:30,37.28,35.33,37.25
2024-03-04 17:04:00,36.32,35.66,37.85
2024-03-04 17:04:30,35.78,34.35,
2024-03-04 17:05:00,36.06,34.56,38.14
2024-03-04 17:05:30,36.52,36.62,37.58
2024-03-04 17:06:00,35.7,35.84,39.83
2024-03-04 17:06:30,35.83,34.58,38.96
2024-03-04 17:07:00,38.71,34.35,35.61
2024-03-04 17:07:30,37.02,33.56,37.77
2024-03-04 17:08:00,35.8,35.06,38.05
2024-03-04 17:08:30,36.29,33.8,35.48
2024-03-04 17:09:00,35.06,34.79,36.6
2024-03-04 17:09:30,36.47,35.21,37.38
2024-03-04 17:10:00,36.28,34.58,40.04
2024-03-04 17:10:30,36.04,33.55,35.37
2024-03-04 17:11:00,34.65,33.12,36.22
2024-03-04 17:11:30,35.85,37.93,36.79
2024-03-04 17:12:00,37.13,35.45,34.75
2024-03-04 17:12:30,35.01,34.33,36.84
2024-03-04 17:13:00,36.19,33.99,37.34
2024-03-04 17:13:30,35.88,33.92,37.1
2024-03-04 17:14:00,36.7,35.4,37.98
2024-03-04 17:14:30,36.51,35.44,39.19
2024-03-04 17:15:00,35.88,35.66,38.41
2024-03-04 17:15:30,37.16,35.19,37.55
2024-03-04 17:16:00,36.65,35.05,35.66
2024-03-04 17:16:30,35.47,34.84,34.23
2024-03-04 17:17:00,35.77,34.34,35.67
2024-03-04 17:17:30,35.22,33.8,38.2
2024-03-04 17:18:00,35.55,34.02,37.89
2024-03-04 17:18:30,34.81,33.64,34.39
2024-03-04 17:19:00,36.99,33.47,36.09
2024-03-04 17:19:30,37.06,34.73,34.31
2024-03-04 17:20:00,36.23,33.27,38.63
2024-03-04 17:20:30,35.46,34.93,36.56
2024-03-04 17:21:00,36.26,34.22,37.77
2024-03-04 17:21:30,34.39,33.21,34.39
2024-03-04 17:22:00,35.43,35.88,34.18
2024-03-04 17:22:30,35.91,33.04,36.66
2024-03-04 17:23:00,35.5,34.47,38.86
2024-03-04 17:23:30,36.95,,36.71
2024-03-04 17:24:00,35.05,35.0,
2024-03-04 17:24:30,35.76,34.97,37.22
2024-03-04 17:25:00,36.23,34.66,37.44
2024-03-04 17:25:30,34.57,33.99,36.65
2024-03-04 17:26:00,33.68,32.94,34.41
2024-03-04 17:26:30,35.34,34.51,35.24
2024-03-04 17:27:00,35.71,35.25,38.0
2024-03-04 17:27:30,35.67,34.22,35.0
2024-03-04 17:28:00,34.4,33.26,34.31
2024-03-04 17:28:30,33.8,35.74,33.71
2024-03-04 17:29:00,33.94,34.07,36.36
2024-03-04 17:29:30,37.27,33.94,34.31
2024-03-04 17:30:00,34.13,34.79,35.23
2024-03-04 17:30:30,35.44,32.95,35.51
2024-03-04 17:31:00,35.43,33.2,35.15
2024-03-04 17:31:30,35.26,35.34,35.66
2024-03-04 17:32:00,35.63,34.64,35.04
2024-03-04 17:32:30,34.68,34.86,35.58
2024-03-04 17:33:00,34.46,34.0,35.74
2024-03-04 17:33:30,36.51,34.29,
2024-03-04 17:34:00,34.91,33.67,35.51
2024-03-04 17:34:30,33.85,33.88,34.7
2024-03-04 17:35:00,33.87,32.46,37.79
2024-03-04 17:35:30,33.58,35.05,35.18
2024-03-04 17:36:00,33.47,34.84,35.85
2024-03-04 17:36:30,34.46,34.25,32.84
2024-03-04 17:37:00,35.62,32.75,36.55
2024-03-04 17:37:30,36.66,34.22,35.57
2024-03-04 17:38:00,35.87,32.93,36.3
2024-03-04 17:38:30,35.53,32.96,35.7
2024-03-04 17:39:00,36.41,32.78,35.19
2024-03-04 17:39:30,34.39,34.25,33.18
2024-03-04 17:40:00,34.05,33.95,36.66
2024-03-04 17:40:30,35.24,34.29,35.75
2024-03-04 17:41:00,35.82,35.28,36.23
2024-03-04 17:41:30,34.7,33.19,32.5
2024-03-04 17:42:00,34.48,34.46,36.9
2024-03-04 17:42:30,33.04,32.57,36.22
2024-03-04 17:43:00,34.24,33.28,34.43
2024-03-04 17:43:30,36.12,31.86,33.71
2024-03-04 17:44:00,33.2,32.3,34.9
2024-03-04 17:44:30,38.69,35.01,35.32
2024-03-04 17:45:00,33.05,32.38,36.89
2024-03-04 17:45:30,35.79,32.26,35.73
2024-03-04 17:46:00,36.38,33.45,
2024-03-04 17:46:30,33.07,34.97,34.12
2024-03-04 17:47:00,33.42,35.08,36.31
2024-03-04 17:47:30,35.66,34.82,34.51
2024-03-04 17:48:00,34.87,32.69,35.11
2024-03-04 17:48:30,35.63,33.41,35.33
2024-03-04 17:49:00,32.95,34.37,36.53
2024-03-04 17:49:30,33.45,32.04,35.86
2024-03-04 17:50:00,36.37,34.75,37.44
2024-03-04 17:50:30,35.31,34.37,36.86
2024-03-04 17:51:00,35.62,34.21,38.2
2024-03-04 17:51:30,,32.61,35.31
2024-03-04 17:52:00,34.76,34.69,35.9
2024-03-04 17:52:30,34.41,33.4,37.34
2024-03-04 17:53:00,34.36,31.92,35.63
2024-03-04 17:53:30,34.93,32.81,35.06
2024-03-04 17:54:00,32.73,32.7,35.41
2024-03-04 17:54:30,35.22,33.02,36.16
2024-03-04 17:55:00,35.06,35.57,36.5
2024-03-04 17:55:30,33.74,32.77,35.75
2024-03-04 17:56:00,36.97,33.53,37.9
2024-03-04 17:56:30,31.98,33.92,32.76
2024-03-04 17:57:00,35.18,33.7,35.08
2024-03-04 17:57:30,35.24,30.98,34.96
2024-03-04 17:58:00,36.16,32.93,35.94
2024-03-04 17:58:30,35.45,31.24,36.69
2024-03-04 17:59:00,33.32,33.94,35.92
2024-03-04 17:59:30,31.79,32.91,34.85
2024-03-04 18:00:00,34.93,32.4,34.06
2024-03-04 18:00:30,33.58,32.77,35.07
2024-03-04 18:01:00,35.65,32.73,36.49
2024-03-04 18:01:30,34.38,33.54,34.78
2024-03-04 18:02:00,34.47,34.05,35.93
2024-03-04 18:02:30,33.48,32.07,37.94
2024-03-04 18:03:00,34.27,31.66,35.92
2024-03-04 18:03:30,34.73,35.07,35.81
2024-03-04 18:04:00,34.26,33.29,37.3
2024-03-04 18:04:30,35.13,32.32,33.42
2024-03-04 18:05:00,34.55,33.38,
2024-03-04 18:05:30,37.04,32.12,36.34
2024-03-04 18:06:00,35.52,33.26,36.32
2024-03-04 18:06:30,34.96,33.74,33.95
2024-03-04 18:07:00,32.92,34.95,35.1
2024-03-04 18:07:30,34.03,33.34,35.4
2024-03-04 18:08:00,34.22,34.84,34.58
2024-03-04 18:08:30,35.09,33.16,34.32
2024-03-04 18:09:00,36.33,33.32,36.8
2024-03-04 18:09:30,35.58,34.04,33.66
2024-03-04 18:10:00,34.93,32.92,35.24
2024-03-04 18:10:30,34.69,31.51,33.44
2024-03-04 18:11:00,32.66,32.72,36.21
2024-03-04 18:11:30,35.0,32.21,33.86
2024-03-04 18:12:00,33.67,32.53,35.55
2024-03-04 18:12:30,33.85,33.1,36.32
2024-03-04 18:13:00,37.01,32.31,36.09
2024-03-04 18:13:30,31.08,34.5,36.63
2024-03-04 18:14:00,34.87,32.52,35.22
2024-03-04 18:14:30,33.84,34.03,36.92
2024-03-04 18:15:00,36.28,35.03,36.46
2024-03-04 18:15:30,33.43,33.62,33.78
2024-03-04 18:16:00,35.23,33.01,34.34
2024-03-04 18:16:30,32.74,33.49,32.61
2024-03-04 18:17:00,34.28,34.34,35.03
2024-03-04 18:17:30,36.44,35.24,33.86
2024-03-04 18:18:00,34.45,32.84,35.44
2024-03-04 18:18:30,32.74,34.31,32.34
2024-03-04 18:19:00,33.37,33.04,34.68
2024-03-04 18:19:30,32.5,35.7,35.25
2024-03-04 18:20:00,34.99,32.75,37.93
2024-03-04 18:20:30,36.18,35.6,34.91
2024-03-04 18:21:00,34.35,32.18,32.86
2024-03-04 18:21:30,33.87,35.65,34.36
2024-03-04 18:22:00,33.48,32.21,35.28
2024-03-04 18:22:30,36.49,32.44,35.13
2024-03-04 18:23:00,33.81,32.13,33.56
2024-03-04 18:23:30,34.37,32.09,34.58
2024-03-04 18:24:00,33.23,33.86,37.32
2024-03-04 18:24:30,34.38,33.47,32.44
2024-03-04 18:25:00,33.9,31.9,33.94
2024-03-04 18:25:30,33.29,34.5,35.43
2024-03-04 18:26:00,33.94,32.16,34.59
2024-03-04 18:26:30,33.93,32.61,35.68
2024-03-04 18:27:00,33.24,33.02,35.22
2024-03-04 18:27:30,34.47,33.71,33.54
2024-03-04 18:28:00,32.1,32.57,35.2
2024-03-04 18:28:30,33.66,35.18,35.07
2024-03-04 18:29:00,35.36,32.86,35.16
2024-03-04 18:29:30,31.53,33.76,35.64
2024-03-04 18:30:00,35.93,32.24,36.16
2024-03-04 18:30:30,35.98,33.58,34.46
2024-03-04 18:31:00,32.79,32.87,34.03
2024-03-04 18:31:30,34.06,32.19,34.81
2024-03-04 18:32:00,34.99,32.75,32.53
2024-03-04 18:32:30,33.51,31.45,33.19
2024-03-04 18:33:00,34.36,32.14,30.8
2024-03-04 18:33:30,34.27,33.5,33.55
2024-03-04 18:34:00,32.8,31.93,34.52
2024-03-04 18:34:30,34.66,33.28,36.05
2024-03-04 18:35:00,34.05,32.02,33.91
2024-03-04 18:35:30,35.13,,33.96
2024-03-04 18:36:00,34.03,33.49,34.57
2024-03-04 18:36:30,33.6,34.23,35.25
2024-03-04 18:37:00,32.65,34.49,32.69
2024-03-04 18:37:30,31.43,34.58,33.3
2024-03-04 18:38:00,34.05,32.42,34.44
2024-03-04 18:38:30,34.94,32.21,35.72
2024-03-04 18:39:00,,32.33,35.13
2024-03-04 18:39:30,31.56,33.03,32.62
2024-03-04 18:40:00,32.46,32.49,35.16
2024-03-04 18:40:30,35.1,33.57,34.86
2024-03-04 18:41:00,32.97,31.7,36.56
2024-03-04 18:41:30,32.94,34.21,33.6
2024-03-04 18:42:00,35.23,32.21,35.02
2024-03-04 18:42:30,33.74,33.03,32.01
2024-03-04 18:43:00,32.88,32.28,37.63
2024-03-04 18:43:30,32.02,33.03,34.48
2024-03-04 18:44:00,33.62,33.64,33.18
2024-03-04 18:44:30,32.77,33.29,33.67
2024-03-04 18:45:00,31.74,32.57,32.61
2024-03-04 18:45:30,32.49,33.99,34.66
2024-03-04 18:46:00,34.61,32.36,35.5
2024-03-04 18:46:30,32.76,31.73,30.22
2024-03-04 18:47:00,32.08,33.66,35.04
2024-03-04 18:47:30,32.48,34.38,36.29
2024-03-04 18:48:00,35.0,32.03,32.51
2024-03-04 18:48:30,32.84,33.1,36.09
2024-03-04 18:49:00,33.99,32.59,35.43
2024-03-04 18:49:30,,34.24,31.9
2024-03-04 18:50:00,30.59,31.74,35.85
2024-03-04 18:50:30,33.38,32.46,33.57
2024-03-04 18:51:00,34.54,33.61,33.61
2024-03-04 18:51:30,34.09,30.95,33.85
2024-03-04 18:52:00,34.57,31.87,32.61
2024-03-04 18:52:30,32.51,31.73,35.21
2024-03-04 18:53:00,31.62,33.37,34.63
2024-03-04 18:53:30,33.45,32.94,33.63
2024-03-04 18:54:00,32.97,30.01,33.18
2024-03-04 18:54:30,35.02,30.47,36.0
2024-03-04 18:55:00,33.19,31.23,34.06
2024-03-04 18:55:30,34.46,32.59,35.66
2024-03-04 18:56:00,35.09,32.33,34.3
2024-03-04 18:56:30,33.55,32.34,30.88
2024-03-04 18:57:00,32.11,32.3,32.64
2024-03-04 18:57:30,36.02,30.85,31.98
2024-03-04 18:58:00,33.34,32.53,35.35
2024-03-04 18:58:30,34.13,34.14,34.27
2024-03-04 18:59:00,31.78,31.17,34.5
2024-03-04 18:59:30,33.44,33.32,35.99
2024-03-04 19:00:00,32.69,31.1,34.23
2024-03-04 19:00:30,32.31,31.94,34.62
2024-03-04 19:01:00,33.31,32.24,34.75
2024-03-04 19:01:30,32.77,33.71,36.78
2024-03-04 19:02:00,32.65,32.74,33.85
2024-03-04 19:02:30,33.82,30.87,32.64
2024-03-04 19:03:00,33.43,33.42,32.4
2024-03-04 19:03:30,33.28,32.1,31.66
2024-03-04 19:04:00,32.85,31.88,33.63
2024-03-04 19:04:30,33.95,31.77,36.73
2024-03-04 19:05:00,32.0,30.81,35.06
2024-03-04 19:05:30,31.34,32.73,32.71
2024-03-04 19:06:00,33.55,31.95,33.76
2024-03-04 19:06:30,32.55,31.93,34.24
2024-03-04 19:07:00,32.19,33.47,35.47
2024-03-04 19:07:30,33.36,32.8,35.0
2024-03-04 19:08:00,33.62,32.58,33.12
2024-03-04 19:08:30,32.62,31.63,34.84
2024-03-04 19:09:00,31.35,31.16,31.45
2024-03-04 19:09:30,33.3,32.47,33.87
2024-03-04 19:10:00,34.53,33.67,34.39
2024-03-04 19:10:30,36.75,31.74,34.88
2024-03-04 19:11:00,34.83,32.22,35.09
2024-03-04 19:11:30,35.64,31.41,32.25
2024-03-04 19:12:00,35.13,33.22,32.63
2024-03-04 19:12:30,33.93,32.36,31.58
2024-03-04 19:13:00,35.72,32.21,34.14
2024-03-04 19:13:30,33.98,32.02,34.38
2024-03-04 19:14:00,33.83,32.28,34.01
2024-03-04 19:14:30,31.5,31.87,34.2
2024-03-04 19:15:00,31.92,32.72,32.56
2024-03-04 19:15:30,35.44,31.93,34.24
2024-03-04 19:16:00,32.49,32.9,34.72
2024-03-04 19:16:30,31.7,32.02,
2024-03-04 19:17:00,34.38,32.0,34.1
2024-03-04 19:17:30,32.19,31.47,35.48
2024-03-04 19:18:00,29.38,,32.63
2024-03-04 19:18:30,32.57,31.28,34.14
2024-03-04 19:19:00,32.15,32.95,34.51
2024-03-04 19:19:30,32.16,32.02,33.55
2024-03-04 19:20:00,32.37,30.73,31.92
2024-03-04 19:20:30,30.14,31.71,34.14
2024-03-04 19:21:00,33.3,32.87,31.47
2024-03-04 19:21:30,34.27,33.29,35.4
2024-03-04 19:22:00,33.26,29.86,31.69
2024-03-04 19:22:30,33.14,32.05,32.96
2024-03-04 19:23:00,34.08,31.91,31.22
2024-03-04 19:23:30,32.89,32.73,34.68
2024-03-04 19:24:00,32.08,31.48,34.79
2024-03-04 19:24:30,32.19,30.87,33.97
2024-03-04 19:25:00,34.23,33.58,33.05
2024-03-04 19:25:30,34.09,32.42,34.46
2024-03-04 19:26:00,32.06,32.69,32.39
2024-03-04 19:26:30,33.31,33.08,35.07
2024-03-04 19:27:00,34.22,32.01,33.7
2024-03-04 19:27:30,34.88,33.79,34.98
2024-03-04 19:28:00,33.65,32.17,33.25
2024-03-04 19:28:30,33.79,33.29,35.39
2024-03-04 19:29:00,32.34,32.04,34.02
2024-03-04 19:29:30,33.32,32.59,35.42
2024-03-04 19:30:00,33.27,31.32,36.04
2024-03-04 19:30:30,34.9,33.15,30.7
2024-03-04 19:31:00,31.22,32.13,36.32
2024-03-04 19:31:30,33.05,31.46,33.86
2024-03-04 19:32:00,32.38,29.37,34.2
2024-03-04 19:32:30,31.77,33.1,30.86
2024-03-04 19:33:00,31.76,30.36,31.81
2024-03-04 19:33:30,33.51,33.04,34.36
2024-03-04 19:34:00,32.91,30.79,37.28
2024-03-04 19:34:30,33.11,29.6,33.75
2024-03-04 19:35:00,34.56,30.26,32.74
2024-03-04 19:35:30,31.96,30.43,
2024-03-04 19:36:00,33.36,31.45,34.0
2024-03-04 19:36:30,31.68,31.96,35.18
2024-03-04 19:37:00,32.44,32.22,34.16
2024-03-04 19:37:30,35.18,31.52,34.46
2024-03-04 19:38:00,32.96,32.51,35.01
2024-03-04 19:38:30,32.98,32.46,32.13
2024-03-04 19:39:00,33.78,32.88,33.48
2024-03-04 19:39:30,32.73,32.51,32.77
2024-03-04 19:40:00,31.66,31.94,33.54
2024-03-04 19:40:30,34.05,33.07,31.63
2024-03-04 19:41:00,31.97,32.36,32.44
2024-03-04 19:41:30,32.31,32.33,32.82
2024-03-04 19:42:00,33.84,31.71,34.19
2024-03-04 19:42:30,34.48,33.65,33.23
2024-03-04 19:43:00,34.43,32.58,32.57
2024-03-04 19:43:30,32.76,33.03,31.2
2024-03-04 19:44:00,31.7,32.45,34.57
2024-03-04 19:44:30,32.01,33.39,33.18
2024-03-04 19:45:00,32.9,31.91,32.96
2024-03-04 19:45:30,33.72,31.56,36.51
2024-03-04 19:46:00,32.84,30.24,34.58
2024-03-04 19:46:30,31.9,33.31,33.42
2024-03-04 19:47:00,33.76,30.64,33.65
2024-03-04 19:47:30,31.36,32.25,36.65
2024-03-04 19:48:00,34.23,31.84,34.1
2024-03-04 19:48:30,32.13,32.17,33.08
2024-03-04 19:49:00,30.81,32.07,32.95
2024-03-04 19:49:30,34.36,30.56,33.18
2024-03-04 19:50:00,32.61,33.02,35.88
2024-03-04 19:50:30,30.78,31.48,32.69
2024-03-04 19:51:00,32.73,32.52,34.72
2024-03-04 19:51:30,33.65,32.62,34.07
